Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1782156000,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1782156001,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1782156002,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1782156003,1,,Aggregated,0.000000,0.000000,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2,1,3,1207.834400003776,2.7393999916967005,2412.929400015855,155.5
1782156004,1,,Aggregated,0.000000,0.000000,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2,1,3,1207.834400003776,2.7393999916967005,2412.929400015855,155.5
1782156005,1,,Aggregated,0.666667,0.333333,3,3,2400,2400,2400,2400,2400,2400,2400,2400,2400,3,2,3,806.2527333386242,2.7393999916967005,2412.929400015855,111.0
1782156006,1,,Aggregated,0.666667,0.333333,3,3,2400,2400,2400,2400,2400,2400,2400,2400,2400,3,2,3,806.2527333386242,2.7393999916967005,2412.929400015855,111.0
1782156007,1,,Aggregated,0.500000,0.250000,3,3,2400,2400,2400,2400,2400,2400,2400,2400,2400,4,3,3,605.4373250008211,2.7393999916967005,2412.929400015855,88.75
1782156008,1,,Aggregated,0.500000,0.250000,3,3,2400,2400,2400,2400,2400,2400,2400,2400,2400,4,3,3,605.4373250008211,2.7393999916967005,2412.929400015855,88.75
1782156009,1,,Aggregated,0.571429,0.428571,3,3,3,2400,2400,2400,2400,2400,2400,2400,2400,5,4,3,484.89279999630526,2.714699978241697,2412.929400015855,75.4
1782156010,1,,Aggregated,0.571429,0.428571,3,3,3,2400,2400,2400,2400,2400,2400,2400,2400,5,4,3,484.89279999630526,2.714699978241697,2412.929400015855,75.4
1782156011,1,,Aggregated,0.444444,0.333333,3,3,5,5,2400,2400,2400,2400,2400,2400,2400,6,5,3,404.8573333323778,2.714699978241697,2412.929400015855,78.33333333333333
1782156012,1,,Aggregated,0.444444,0.333333,3,3,5,5,2400,2400,2400,2400,2400,2400,2400,6,5,3,404.8573333323778,2.714699978241697,2412.929400015855,78.33333333333333
1782156013,1,,Aggregated,0.500000,0.400000,3,5,5,5,2400,2400,2400,2400,2400,2400,2400,7,6,3,347.79335714327834,2.714699978241697,2412.929400015855,70.28571428571429
1782156014,1,,Aggregated,0.500000,0.400000,3,5,5,5,2400,2400,2400,2400,2400,2400,2400,7,6,3,347.79335714327834,2.714699978241697,2412.929400015855,70.28571428571429
1782156015,1,,Aggregated,0.400000,0.400000,3,5,5,5,2400,2400,2400,2400,2400,2400,2400,8,7,3,304.7049624983629,2.714699978241697,2412.929400015855,64.25
